order_id,customer_name,email,product_category,product_name,quantity,unit_price,discount,payment_method,order_status,order_date,delivery_date,rating,region
ORD-0823,noel aquino,noel.aquino@outlook.com,Home & Living,Bed Sheets,1,27319.19,0.0,CreditCard,shipped,2024-01-28,2024-02-07,2,luzon
ORD-0660,Mia Mendoza,mia.mendoza@yahoo.com,Food & Grocery,Cooking Oil,2,120.0,0.05,COD,DELIVERED,2024-04-14,2024-04-24,5,LUZON
ORD-0364,Dante Soriano,dante.soriano@yahoo.com,Electronics,Phone Case,1,199.0,0.0,Debit Card,Delivered,2024-01-16,2024-01-22,2,luzon
ORD-0627,Ramon Medina,ramon.medina@gmail.com,Electronics,Laptop Stand,2,850.0,0.05,debit card,DELIVERED,2024-06-21,2024-06-27,1,luzon
ORD-0741,Dante Manalo,dante.manalo@outlook.com,Food & Grocery,Instant Noodles,3,15.0,0.2,credit card,Deliverd,2024-04-28,2024-05-02,2,visayas
ORD-0860,ronald reyes,ronald.reyes@gmail.com,Clothing,Socks Pack,2,150.0,0.15,Credit Card,Shipped,2024-11-05,2024-11-12,2,Mindanao
ORD-0766,Ana Uy,ana.uy@outlook.com,Food & Grocery,Canned Goods,2,45.0,0.1,credit card,Shipped,2024-02-21,2024-03-01,3,Mindanao
ORD-0204,Carla Fernandez,carla.fernandez@gmail.com,Beauty,Serum,1,780.0,0.0,cod,Deliverd,2024-10-21,2024-10-28,4,mindanao
ORD-0959,Arnold Santiago,arnold.santiago@gmail.com,Beauty,Sunscreen SPF50,4,450.0,0.05,Gcash,cancelled,2024-07-20,,,mindanao
ORD-0657,Maria Mendoza,maria.mendoza@yahoo.com,Clothing,Socks Pack,2,150.0,0.2,credit card,returned,2024-09-11,,1,luzon
ORD-0679,Lena Magsaysay,lena.magsaysay@yahoo.com,Beauty,Sunscreen SPF50,5,450.0,0.0,credit card,Deliverd,2024-03-19,2024-03-23,5,VISAYAS
ORD-0374,alan padilla,alan.padilla@gmail.com,Electronics,Bluetooth Speaker,3,3200.0,0.05,Credit card,Cancelled,2024-07-18,,,luzon
ORD-0318,Ben Tan,ben.tan@outlook.com,Electronics,Laptop Stand,5,850.0,0.0,Credit Card,Deliverd,2024-08-20,2024-08-30,1,Luzon
ORD-0289,ROSA TORRES,rosa.torres@gmail.com,Clothing,Jacket,5,1800.0,0.1,G-Cash,Deliverd,2024-04-09,2024-04-19,3,Mindanao
ORD-0545,Cynthia Dizon,cynthia.dizon@gmail.com,Electronics,Phone Case,3,199.0,0.1,G-Cash,delivered,2024-10-19,2024-10-26,3,Mindanao
ORD-0809,Patricia Ramos,patricia.ramos@yahoo.com,Food & Grocery,Instant Noodles,1,15.0,0.05,Cash on Delivery,Delivered,2024-07-16,2024-07-22,3,Mindanao
ORD-0480,Mark Domingo,mark.domingo@gmail.com,Food & Grocery,Canned Goods,1,45.0,0.2,Debit Card,delivered,2024-06-03,2024-06-10,1,MINDANAO
ORD-0199,Cynthia Magsaysay,cynthia.magsaysay@gmail.com,Home & Living,Rice Cooker,5,899.0,0.15,cod,delivered,2024-11-23,2024-12-03,,MINDANAO
ORD-0652,Cynthia Garcia,cynthia.garcia@gmail.com,Clothing,Dress,1,,0.2,Credit card,Delivered,2024-03-25,2024-03-30,2,MINDANAO
ORD-0367,TINA FAJARDO,tina.fajardo@yahoo.com,Food & Grocery,Instant Noodles,2,15.0,0.2,Debit Card,DELIVERED,2024-09-26,2024-10-06,4,mindanao
ORD-0566,Carla Ramos,carla.ramos@outlook.com,Electronics,USB Hub,4,450.0,0.15,Debit Card,Delivered,2024-11-23,2024-12-01,3,visayas
ORD-0132,Sarah Santos,SARAH.SANTOS@OUTLOOK.COM,Food & Grocery,Instant Noodles,4,15.0,0.15,CreditCard,DELIVERED,2024-02-22,2024-02-26,2,Luzon
ORD-0026,Homer Bautista,homer.bautista@yahoo.com,Beauty,Sunscreen SPF50,5,450.0,0.05,GCash,delivered,2024-01-11,2024-01-16,2,Mindanao
ORD-0070,Carla Aguilar,carla.aguilar@gmail.com,Beauty,Serum,763,780.0,0.05,gcash,Deliverd,2024-04-05,2024-04-09,5,LUZON
ORD-0497,Tina Uy,tina.uy@outlook.com,Beauty,Sunscreen SPF50,1,450.0,0.1,debit card,returned,2024-03-24,,4,Luzon
ORD-0342,Eddie dela Cruz,eddie.delacruz@outlook.com,Food & Grocery,Canned Goods,5,45.0,0.2,DebitCard,Delivered,2024-06-16,2024-06-22,3,LUZON
ORD-0472,Felix Garcia,felix.garcia@gmail.com,Beauty,Serum,1,780.0,,gcash,delivered,2024-03-16,2024-03-20,1,mindanao
ORD-0291,Ricky Aquino,ricky.aquino@gmail.com,Beauty,Serum,3,780.0,0.15,DebitCard,Deliverd,2024-03-30,2024-04-09,5,Luzon
ORD-0159,Alan Pascual,ALAN.PASCUAL@OUTLOOK.COM,Food & Grocery,Coffee Pack,3,85.0,0.2,DebitCard,DELIVERED,2024-03-28,2024-04-02,3,LUZON
ORD-0854,Arnold Bautista,arnold.bautista@outlook.com,Clothing,Jogger Pants,2,,0.1,Debit Card,Shipped,2024-05-23,2024-05-28,1,visayas
ORD-0191,ana reyes,ana.reyes@outlook.com,Food & Grocery,Rice 5kg,3,250.0,0.15,cod,DELIVERED,2024-07-11,2024-07-17,5,visayas
ORD-0067,Carla Santiago,carla.santiago@gmail.com,Food & Grocery,Cooking Oil,4,120.0,0.2,credit card,DELIVERED,2024-01-27,2024-02-06,3,LUZON
ORD-0753,Jenny Soriano,jenny.soriano@gmail.com,Beauty,Moisturizer,5,550.0,0.2,credit card,RETURNED,2024-10-21,,3,Luzon
ORD-0628,Luz Bautista,luz.bautista@outlook.com,Beauty,Face Wash,4,320.0,,cod,CANCELLED,2024-03-13,,,Visayas
ORD-0568,Paolo Lacson,paolo.lacson@gmail.com,Beauty,Face Wash,4,320.0,0.1,Gcash,Deliverd,2024-08-06,2024-08-15,4,Mindanao
ORD-0453,ricky navarro,RICKY.NAVARRO@YAHOO.COM,Electronics,Bluetooth Speaker,3,3200.0,0.2,Credit card,Deliverd,2024-04-08,2024-04-17,1,mindanao
ORD-0271,Pedro Ocampo,pedro.ocampo@yahoo.com,Electronics,Wireless Earbuds,3,1299.0,0.0,Credit card,Returned,2024-10-23,,2,LUZON
ORD-0504,Christine Cruz,christine.cruz@yahoo.com,Home & Living,Picture Frame,5,220.0,0.15,debit card,delivered,2024-10-02,2024-10-08,4,Mindanao
ORD-0617,Sarah Ocampo,sarah.ocampo@outlook.com,Beauty,Lip Tint,2,199.0,0.05,GCash,Deliverd,2024-08-30,2024-09-08,4,LUZON
ORD-0594,Eddie Manalo,eddie.manalo@yahoo.com,Home & Living,Bed Sheets,3,650.0,0.05,COD,DELIVERED,2024-12-25,2024-12-31,5,LUZON
ORD-0207,Arnold Bautista,arnold.bautista@yahoo.com,Clothing,Dress,1,1200.0,0.2,Cash on Delivery,DELIVERED,2024-10-14,2024-10-17,4,Luzon
ORD-0176,Alan Dela Rosa,alan.delarosa@outlook.com,Clothing,Jacket,5,,0.0,DebitCard,SHIPPED,2024-09-30,2024-10-07,4,Mindanao
ORD-0534,Sheila Macaraeg,SHEILA.MACARAEG@GMAIL.COM,Food & Grocery,Cooking Oil,2,120.0,0.15,COD,DELIVERED,2024-02-16,2024-02-22,3,Visayas
ORD-0220,Sheila Flores,sheila.flores@outlook.com,Electronics,USB Hub,5,450.0,0.0,cod,DELIVERED,2024-02-02,2024-02-11,2,VISAYAS
ORD-0119,Rowena Flores,rowena.flores@gmail.com,Beauty,Face Wash,4,320.0,0.05,debit card,delivered,2024-06-10,2024-06-20,,Visayas
ORD-0900,gilbert padilla,gilbert.padilla@gmail.com,Clothing,Running Shoes,612,2500.0,0.15,Credit Card,Delivered,2024-06-27,2024-07-03,2,LUZON
ORD-0988,Jenny Garcia,jenny.garcia@yahoo.com,Clothing,Jacket,1,1800.0,0.0,credit card,delivered,2024-05-06,2024-05-12,,Luzon
ORD-0793,Noel Santiago,noel.santiago@gmail.com,Electronics,Laptop Stand,2,850.0,0.2,debit card,RETURNED,2024-03-05,,1,Mindanao
ORD-0886,alan espiritu,alan.espiritu@outlook.com,Electronics,Wireless Earbuds,4,1299.0,0.05,COD,Canceled,2024-05-12,,,luzon
ORD-0519,Alan Ocampo,alan.ocampo@yahoo.com,Home & Living,Picture Frame,1,220.0,0.0,Credit card,Deliverd,2024-10-15,2024-10-19,3,Mindanao
ORD-0365,Trisha Evangelista,trisha.evangelista@gmail.com,Electronics,Wireless Earbuds,2,1299.0,0.0,CreditCard,cancelled,2024-07-08,,,MINDANAO
ORD-0737,Luz Manalo,LUZ.MANALO@OUTLOOK.COM,Clothing,Running Shoes,5,2500.0,0.05,cod,Delivered,2024-05-08,2024-05-14,3,Luzon
ORD-0190,Rosa Ramos,rosa.ramos@gmail.com,Food & Grocery,Coffee Pack,4,85.0,0.15,Cash on Delivery,Delivered,2024-12-08,2024-12-14,5,visayas
ORD-0999,Nina Tan,NINA.TAN@OUTLOOK.COM,Electronics,Smart Watch,4,5999.0,,debit card,DELIVERED,2024-06-24,2024-06-27,5,Luzon
ORD-0432,alan dela rosa,alan.delarosa@yahoo.com,Electronics,Wireless Earbuds,5,1299.0,0.1,Debit Card,DELIVERED,2024-06-27,2024-07-01,3,mindanao
ORD-0256,jasmine lim,jasmine.lim@gmail.com,Electronics,USB Hub,2,450.0,0.1,Debit Card,DELIVERED,2024-06-02,2024-06-09,4,Visayas
ORD-0831,Carlo Santiago,carlo.santiago@outlook.com,Clothing,Running Shoes,1,2500.0,0.2,GCash,DELIVERED,2024-05-31,2024-06-10,,Mindanao
ORD-0756,noel macapagal,noel.macapagal@gmail.com,Food & Grocery,Cooking Oil,2,120.0,0.1,COD,DELIVERED,2024-04-17,2024-04-26,3,visayas
ORD-0612,Homer Pascual,homer.pascual@gmail.com,Home & Living,Electric Fan,1,1500.0,0.2,Debit Card,delivered,2024-07-26,2024-08-04,4,visayas
ORD-0794,Gina Ocampo,gina.ocampo@gmail.com,Clothing,Jogger Pants,4,799.0,0.2,G-Cash,Delivered,2024-02-15,2024-02-22,1,LUZON
ORD-0678,dennis fajardo,dennis.fajardo@outlook.com,Home & Living,Picture Frame,3,220.0,0.1,cod,delivered,2024-12-07,2024-12-14,5,Luzon
ORD-0076,carla cruz,carla.cruz@gmail.com,Beauty,Serum,1,780.0,0.15,cod,cancelled,2024-03-03,,,Visayas
ORD-0280,Jose Reyes,JOSE.REYES@OUTLOOK.COM,Food & Grocery,Cooking Oil,4,120.0,0.0,Credit Card,Returned,2024-12-20,,4,luzon
ORD-0897,Juan Villanueva,juan.villanueva@yahoo.com,Food & Grocery,Instant Noodles,4,15.0,0.05,GCash,Shipped,2024-10-18,2024-10-28,4,Visayas
ORD-0140,Cynthia Reyes,cynthia.reyes@outlook.com,Beauty,Serum,4,780.0,0.05,Credit Card,SHIPPED,2024-07-02,2024-07-12,5,VISAYAS
ORD-0804,mia corpus,mia.corpus@yahoo.com,Beauty,Sunscreen SPF50,1,450.0,0.0,cod,RETURNED,2024-07-17,,,Mindanao
ORD-0563,Marco Soriano,marco.soriano@gmail.com,Electronics,USB Hub,2,450.0,0.1,Debit Card,delivered,2024-10-19,2024-10-24,3,Visayas
ORD-0747,JUAN MANALO,juan.manalo@gmail.com,Home & Living,Air Purifier,2,8500.0,,cod,Cancelled,2024-12-17,,,LUZON
ORD-0506,dennis garcia,dennis.garcia@outlook.com,Beauty,Lip Tint,2,199.0,0.1,cod,Delivered,2024-02-07,2024-02-15,4,mindanao
ORD-0932,Eleanor Manalo,eleanor.manalo@gmail.com,Food & Grocery,Instant Noodles,4,15.0,,G-Cash,delivered,2024-06-20,2024-06-27,4,luzon
ORD-0681,Irene Corpus,irene.corpus@gmail.com,Food & Grocery,Coffee Pack,3,85.0,0.15,GCash,Delivered,2024-03-17,2024-03-26,4,MINDANAO
ORD-0899,Jose Domingo,jose.domingo@gmail.com,Electronics,Phone Case,4,199.0,0.2,GCash,Canceled,2024-03-19,,,MINDANAO
ORD-0695,TONY DELA CRUZ,tony.delacruz@outlook.com,Home & Living,Bed Sheets,1,650.0,0.0,GCash,Deliverd,2024-09-10,2024-09-18,1,LUZON
ORD-0983,Jenny Aguilar,JENNY.AGUILAR@OUTLOOK.COM,Home & Living,Electric Fan,4,1500.0,0.0,GCash,Canceled,2024-01-10,,,luzon
ORD-0934,Rachel Santos,rachel.santos@gmail.com,Beauty,Lip Tint,5,199.0,0.0,CreditCard,returned,2024-05-18,,3,Visayas
ORD-0359,Sheila Navarro,sheila.navarro@outlook.com,Electronics,Power Bank,4,799.0,0.0,debit card,delivered,2024-02-01,2024-02-11,1,mindanao
ORD-0041,Homer Manalo,homer.manalo@outlook.com,Beauty,Sunscreen SPF50,2,450.0,0.0,Debit Card,returned,2024-01-08,,2,Mindanao
ORD-0578,Rosa Villanueva,rosa.villanueva@outlook.com,Clothing,Jacket,2,1800.0,0.0,debit card,delivered,2024-04-25,2024-05-02,2,visayas
ORD-0257,Rosa Gutierrez,ROSA.GUTIERREZ@YAHOO.COM,Food & Grocery,Instant Noodles,1,15.0,0.1,COD,Deliverd,2024-12-25,2025-01-03,3,visayas
ORD-0131,Mia Villafuerte,mia.villafuerte@gmail.com,Beauty,Sunscreen SPF50,4,450.0,0.05,Credit Card,Deliverd,2024-06-26,2024-07-03,2,mindanao
ORD-0815,Noel Dizon,noel.dizon@outlook.com,Beauty,Sunscreen SPF50,1,450.0,0.05,gcash,delivered,2024-10-10,2024-10-17,3,Mindanao
ORD-0435,Maria Lacson,MARIA.LACSON@GMAIL.COM,Home & Living,Air Purifier,2,8500.0,0.2,Debit Card,delivered,2024-01-29,2024-02-03,1,Mindanao
ORD-0986,Lisa Ramos,lisa.ramos@yahoo.com,Electronics,Phone Case,5,199.0,0.15,debit card,delivered,2024-08-20,2024-08-25,5,Visayas
ORD-0072,DANTE CASTILLO,DANTE.CASTILLO@YAHOO.COM,Clothing,Running Shoes,2,2500.0,0.1,debit card,delivered,2024-05-26,2024-06-03,1,visayas
ORD-0654,Dennis Tan,dennis.tan@yahoo.com,Food & Grocery,Rice 5kg,5,250.0,0.05,GCash,delivered,2024-03-16,2024-03-23,2,Visayas
ORD-0181,Rowena Domingo,rowena.domingo@outlook.com,Food & Grocery,Instant Noodles,1,15.0,0.2,Credit Card,Deliverd,2024-02-28,2024-03-08,3,Visayas
ORD-0022,Juan Villanueva,juan.villanueva@outlook.com,Electronics,Smart Watch,2,5999.0,0.05,Cash on Delivery,returned,2024-10-07,,4,mindanao
ORD-0644,Lena Evangelista,lena.evangelista@gmail.com,Electronics,Phone Case,3,199.0,0.15,cod,delivered,2024-06-13,2024-06-21,4,visayas
ORD-0907,Lena dela Cruz,lena.delacruz@gmail.com,Food & Grocery,Instant Noodles,4,15.0,0.2,COD,Canceled,2024-09-05,,,MINDANAO
ORD-0392,Eleanor Aguilar,eleanor.aguilar@outlook.com,Clothing,Jogger Pants,2,799.0,0.05,G-Cash,delivered,2024-04-12,2024-04-15,2,luzon
ORD-0508,Trisha Lim,trisha.lim@outlook.com,Beauty,Lip Tint,3,199.0,,Credit card,returned,2024-10-21,,5,visayas
ORD-0163,Gilbert Dela Rosa,gilbert.delarosa@outlook.com,Clothing,Running Shoes,1,2500.0,0.2,Cash on Delivery,DELIVERED,2024-09-07,2024-09-15,2,Visayas
ORD-0523,Cynthia Domingo,cynthia.domingo@outlook.com,Home & Living,Picture Frame,5,220.0,0.1,credit card,RETURNED,2024-08-30,,1,Luzon
ORD-0125,Eddie Fajardo,EDDIE.FAJARDO@GMAIL.COM,Beauty,Sunscreen SPF50,1,450.0,,Debit Card,DELIVERED,2024-03-22,2024-03-29,1,Visayas
ORD-0786,Irene Domingo,irene.domingo@outlook.com,Clothing,Polo Shirt,3,550.0,0.2,cod,Deliverd,2024-01-08,2024-01-12,3,VISAYAS
ORD-0387,Rosa Villafuerte,ROSA.VILLAFUERTE@YAHOO.COM,Beauty,Moisturizer,1,550.0,0.2,CreditCard,shipped,2024-06-05,2024-06-15,3,mindanao
ORD-0546,Anna Lacson,anna.lacson@yahoo.com,Clothing,Jogger Pants,5,799.0,0.05,COD,Shipped,2024-01-10,2024-01-19,2,VISAYAS
ORD-0001,carlo cruz,carlo.cruz@yahoo.com,Clothing,Socks Pack,1,150.0,0.0,GCash,delivered,2024-04-29,2024-05-02,5,MINDANAO
ORD-0230,cynthia tan,cynthia.tan@gmail.com,Food & Grocery,Coffee Pack,855,85.0,0.1,gcash,delivered,2024-04-14,2024-04-21,5,Mindanao
ORD-0811,Anna Ocampo,anna.ocampo@yahoo.com,Beauty,Serum,5,780.0,0.2,COD,delivered,2024-10-01,2024-10-11,5,VISAYAS
ORD-0333,paolo evangelista,paolo.evangelista@outlook.com,Beauty,Sunscreen SPF50,4,450.0,0.15,Gcash,delivered,2024-08-28,2024-09-05,4,LUZON
ORD-0193,Ricky Santos,ricky.santos@outlook.com,Food & Grocery,Instant Noodles,5,15.0,0.05,DebitCard,DELIVERED,2024-02-13,2024-02-19,4,visayas
ORD-0947,Juan Gutierrez,JUAN.GUTIERREZ@YAHOO.COM,Clothing,Dress,5,1200.0,0.0,debit card,Delivered,2024-08-11,2024-08-18,,MINDANAO
ORD-0444,Rowena Gutierrez,ROWENA.GUTIERREZ@YAHOO.COM,Beauty,Serum,4,780.0,0.0,Gcash,Returned,2024-03-20,,1,LUZON
ORD-0535,Sheila Castillo,sheila.castillo@yahoo.com,Beauty,Serum,1,780.0,0.1,Gcash,shipped,2024-06-20,2024-06-28,1,visayas
ORD-0361,Trisha Tolentino,trisha.tolentino@outlook.com,Food & Grocery,Coffee Pack,5,85.0,0.1,Debit Card,delivered,2024-01-23,2024-01-26,2,VISAYAS
ORD-0418,Tony Magsaysay,tony.magsaysay@gmail.com,Food & Grocery,Cooking Oil,2,120.0,0.15,Debit Card,Delivered,2024-01-11,2024-01-16,2,LUZON
ORD-0757,paolo mendoza,paolo.mendoza@outlook.com,Food & Grocery,Coffee Pack,4,85.0,0.2,debit card,Delivered,2024-01-09,2024-01-16,2,Mindanao
ORD-0208,FELIX MAGSAYSAY,felix.magsaysay@outlook.com,Home & Living,Air Purifier,5,8500.0,,gcash,delivered,2024-05-25,2024-06-02,3,VISAYAS
ORD-0232,HOMER GUTIERREZ,homer.gutierrez@yahoo.com,Food & Grocery,Canned Goods,1,45.0,0.15,GCash,DELIVERED,2024-06-19,2024-06-29,4,luzon
ORD-0292,HOMER DOMINGO,homer.domingo@yahoo.com,Home & Living,Bed Sheets,5,650.0,0.0,cod,Cancelled,2024-11-30,,,VISAYAS
ORD-0137,Mark Ramos,mark.ramos@gmail.com,Clothing,Dress,3,1200.0,0.0,cod,delivered,2024-06-16,2024-06-21,1,visayas
ORD-0622,Juan dela Cruz,JUAN.DELACRUZ@OUTLOOK.COM,Food & Grocery,Cooking Oil,3,120.0,,credit card,delivered,2024-02-16,2024-02-20,1,Mindanao
ORD-0851,Ricky Aquino,ricky.aquino@outlook.com,Home & Living,Air Purifier,2,8500.0,0.2,G-Cash,Deliverd,2024-03-16,2024-03-22,3,Mindanao
ORD-0005,Jasmine Fajardo,jasmine.fajardo@yahoo.com,Clothing,Polo Shirt,5,550.0,0.15,debit card,delivered,2024-09-17,2024-09-27,1,Luzon
ORD-0128,Tina Manalo,tina.manalo@gmail.com,Electronics,Bluetooth Speaker,5,3200.0,0.1,gcash,delivered,2024-07-19,2024-07-26,1,luzon
ORD-0187,trisha dela rosa,trisha.delarosa@outlook.com,Home & Living,Picture Frame,1,220.0,0.15,cod,DELIVERED,2024-06-10,2024-06-19,,Luzon
ORD-0235,Arnold Cruz,arnold.cruz@gmail.com,Home & Living,Bed Sheets,4,650.0,0.1,Credit Card,delivered,2024-01-14,2024-01-21,5,LUZON
ORD-0895,Jenny Fernandez,JENNY.FERNANDEZ@GMAIL.COM,Beauty,Sunscreen SPF50,3,450.0,0.0,COD,delivered,2024-02-24,2024-03-01,5,Luzon
ORD-0673,Sarah Dizon,sarah.dizon@yahoo.com,Home & Living,Bed Sheets,2,650.0,0.05,CreditCard,Shipped,2024-03-13,2024-03-16,2,visayas
ORD-0952,Patricia Torres,patricia.torres@gmail.com,Clothing,Dress,1,1200.0,0.0,cod,DELIVERED,2024-09-13,2024-09-18,5,Visayas
ORD-0955,Paolo Aquino,paolo.aquino@yahoo.com,Clothing,Dress,3,1200.0,0.1,GCash,Delivered,2024-03-22,2024-03-26,5,MINDANAO
ORD-0010,Carla Magsaysay,carla.magsaysay@gmail.com,Home & Living,Bed Sheets,4,650.0,,COD,delivered,2024-04-07,2024-04-17,2,visayas
ORD-0555,ricky soriano,ricky.soriano@gmail.com,Clothing,Jogger Pants,1,799.0,0.15,Debit Card,DELIVERED,2024-05-31,2024-06-10,3,mindanao
ORD-0551,Victor Soriano,victor.soriano@outlook.com,Beauty,Serum,4,780.0,0.0,Credit Card,Shipped,2024-06-15,2024-06-21,2,VISAYAS
ORD-0111,Ricky Manalo,ricky.manalo@outlook.com,Clothing,Jacket,5,1800.0,0.05,Cash on Delivery,Delivered,2024-03-26,2024-04-04,3,Visayas
ORD-0665,ben bautista,ben.bautista@gmail.com,Beauty,Serum,5,780.0,0.05,G-Cash,Canceled,2024-03-17,,,Visayas
ORD-0496,mia tan,mia.tan@outlook.com,Electronics,USB Hub,4,450.0,0.05,DebitCard,DELIVERED,2024-01-17,2024-01-25,1,visayas
ORD-0977,Melissa Espiritu,melissa.espiritu@gmail.com,Home & Living,Air Purifier,4,8500.0,0.05,CreditCard,Deliverd,2024-08-01,2024-08-10,3,VISAYAS
ORD-0720,sheila castillo,sheila.castillo@gmail.com,Electronics,Wireless Earbuds,4,1299.0,0.2,gcash,delivered,2024-10-07,2024-10-17,4,LUZON
ORD-0778,Tina Santos,tina.santos@yahoo.com,Electronics,Phone Case,3,199.0,0.0,COD,Delivered,2024-03-04,2024-03-07,5,visayas
ORD-0074,Marco Dizon,marco.dizon@yahoo.com,Electronics,Power Bank,3,799.0,,debit card,RETURNED,2024-12-13,,2,LUZON
ORD-0565,Gina Lim,gina.lim@gmail.com,Home & Living,Rice Cooker,2,899.0,0.1,gcash,shipped,2024-06-15,2024-06-21,2,visayas
ORD-0339,Eleanor Ramos,eleanor.ramos@gmail.com,Clothing,Jacket,1,1800.0,0.2,debit card,returned,2024-06-09,,,VISAYAS
ORD-0629,Juan Santiago,juan.santiago@yahoo.com,Beauty,Serum,1,780.0,0.1,CreditCard,Cancelled,2024-01-10,,,Luzon
ORD-0152,Juan Fernandez,juan.fernandez@gmail.com,Clothing,Jacket,5,1800.0,0.0,gcash,returned,2024-07-29,,3,VISAYAS
ORD-0383,ronald magsaysay,ronald.magsaysay@gmail.com,Food & Grocery,Cooking Oil,4,120.0,0.2,Gcash,Delivered,2024-06-07,2024-06-13,4,Mindanao
ORD-0599,MARCO VILLANUEVA,MARCO.VILLANUEVA@OUTLOOK.COM,Food & Grocery,Instant Noodles,3,743.31,,debit card,DELIVERED,2024-02-05,2024-02-10,2,Visayas
ORD-0611,Dante Macapagal,dante.macapagal@outlook.com,Clothing,Socks Pack,4,150.0,0.15,Credit card,returned,2024-04-24,,2,Mindanao
ORD-0092,Juan Soriano,juan.soriano@gmail.com,Beauty,Moisturizer,5,550.0,0.0,Credit card,delivered,2024-01-04,2024-01-11,4,visayas
ORD-0979,Ronald Santos,ronald.santos@outlook.com,Food & Grocery,Coffee Pack,2,85.0,0.1,COD,Delivered,2024-12-17,2024-12-22,4,VISAYAS
ORD-0883,Paolo Lim,paolo.lim@yahoo.com,Clothing,Polo Shirt,5,,0.15,debit card,delivered,2024-04-12,2024-04-17,5,Mindanao
ORD-0609,Tony Lim,tony.lim@yahoo.com,Clothing,Polo Shirt,2,550.0,0.0,Gcash,returned,2024-10-12,,2,Visayas
ORD-0249,marco gutierrez,marco.gutierrez@yahoo.com,Clothing,Polo Shirt,3,,0.2,COD,delivered,2024-04-15,2024-04-18,4,Mindanao
ORD-0449,Patricia Aguilar,patricia.aguilar@yahoo.com,Clothing,Socks Pack,4,150.0,0.0,Credit card,Returned,2024-11-03,,4,Luzon
ORD-0725,cynthia villanueva,cynthia.villanueva@outlook.com,Food & Grocery,Cooking Oil,1,120.0,0.05,Gcash,cancelled,2024-03-09,,,Luzon
ORD-0604,Patricia Villafuerte,patricia.villafuerte@gmail.com,Electronics,Bluetooth Speaker,1,3200.0,0.05,Gcash,cancelled,2024-10-19,,,Visayas
ORD-0268,Cynthia Ocampo,cynthia.ocampo@outlook.com,Beauty,Lip Tint,1,199.0,0.1,G-Cash,Delivered,2024-01-20,2024-01-29,3,visayas
ORD-0172,Noel Evangelista,noel.evangelista@yahoo.com,Electronics,USB Hub,2,450.0,0.2,cod,Cancelled,2024-02-19,,,VISAYAS
ORD-0130,Gina Gutierrez,gina.gutierrez@yahoo.com,Beauty,Sunscreen SPF50,5,450.0,0.0,credit card,returned,2024-07-19,,5,MINDANAO
ORD-0122,Sarah Navarro,sarah.navarro@outlook.com,Food & Grocery,Cooking Oil,2,120.0,0.05,cod,delivered,2024-06-14,2024-06-21,3,MINDANAO
ORD-0095,Marco Cruz,MARCO.CRUZ@YAHOO.COM,Food & Grocery,Cooking Oil,1,120.0,0.15,DebitCard,Delivered,2024-07-21,2024-07-28,1,Mindanao
ORD-0334,Trisha Dizon,trisha.dizon@yahoo.com,Home & Living,Bed Sheets,4,650.0,0.1,credit card,Delivered,2024-12-07,2024-12-17,2,LUZON
ORD-0832,Maria Corpus,maria.corpus@gmail.com,Home & Living,Rice Cooker,2,899.0,0.05,cod,Delivered,2024-01-06,2024-01-11,4,Mindanao
ORD-0196,Dante Manalo,dante.manalo@outlook.com,Beauty,Face Wash,3,320.0,0.0,debit card,Delivered,2024-12-29,2025-01-01,5,Mindanao
ORD-0789,Kevin Padilla,kevin.padilla@outlook.com,Food & Grocery,Rice 5kg,4,250.0,0.0,cod,Deliverd,2024-08-30,2024-09-07,4,Luzon
ORD-0498,nina bautista,nina.bautista@gmail.com,Home & Living,Air Purifier,5,,0.1,cod,Delivered,2024-06-06,2024-06-14,3,visayas
ORD-0655,noel dela cruz,noel.delacruz@outlook.com,Food & Grocery,Instant Noodles,3,15.0,0.05,credit card,Canceled,2024-09-02,,,VISAYAS
ORD-0112,Carla Fajardo,carla.fajardo@gmail.com,Electronics,Laptop Stand,3,850.0,0.1,DebitCard,DELIVERED,2024-06-13,2024-06-19,4,visayas
ORD-0138,Patricia Santiago,patricia.santiago@gmail.com,Beauty,Serum,5,,0.05,Gcash,delivered,2024-07-24,2024-08-01,1,Visayas
ORD-0144,Lena Fajardo,lena.fajardo@outlook.com,Food & Grocery,Rice 5kg,2,250.0,0.15,COD,Delivered,2024-12-25,2025-01-03,,mindanao
ORD-0859,Cynthia Torres,cynthia.torres@gmail.com,Beauty,Lip Tint,4,199.0,0.0,GCash,delivered,2024-08-12,2024-08-16,1,visayas
ORD-0980,Paolo Dizon,paolo.dizon@yahoo.com,Home & Living,Electric Fan,3,1500.0,0.15,debit card,DELIVERED,2024-05-10,2024-05-15,4,MINDANAO
ORD-0462,Jasmine Aguilar,jasmine.aguilar@yahoo.com,Electronics,USB Hub,4,450.0,0.15,Debit Card,Deliverd,2024-05-01,2024-05-04,,Mindanao
ORD-0345,Mia Lacson,mia.lacson@gmail.com,Food & Grocery,Cooking Oil,1,120.0,0.1,Debit Card,DELIVERED,2024-02-04,2024-02-07,4,VISAYAS
ORD-0100,Cynthia Santiago,cynthia.santiago@yahoo.com,Clothing,Jogger Pants,2,799.0,0.2,DebitCard,Returned,2024-07-17,,2,VISAYAS
